1687658389# #本来是一个温馨的场面，没想到……我拿你当兄弟，你却想占我便宜允悲消防蓝朋友
1687658269# #消防蓝朋友【嘉兴小朋友“突袭”式送来粽子表达自己的心意】6月23日晚，浙江嘉兴，一名小朋友将一个袋子送至消防站岗亭，随即离开，消防员发现后立刻大声呼喊，然而小朋友跑得飞快，只剩下窗台上的“心意”。消防员拿回去查看后，发现是粽子、咸鸭蛋、水果等物，上面还写了一张纸条，说消防员总
1692210819# #应急科普【“三小场所”燃气安全提示】“三小场所”存在诸多隐患，加上人员安全意识淡薄，容易引发安全事故，造成严重后果。在“三小场所”使用燃气时该注意什么？严禁使用“黑气”、必须从正规渠道购买燃气……更多戳图↓
1694029602# #【萌娃卡手消防员一句话娃哭更惨了】近日，湖南岳阳，萌娃调皮玩耍，不慎塑料环卡住手指，家长报警求助。消防员赶赴，只见娃撅着小嘴，委屈极了，蓝朋友救援过程中问孩子“作业写完没”，娃想到作业直接哇哇大哭，实属戳到痛处了。最后，蓝朋友破拆帮娃脱困。
1696435317# #【他们一个猛子扎进河水救回轻生者】近日，河南驻马店，男子因感情问题一时想不开跳河轻生，在水面上苦苦挣扎，路人报警求助。消防员深夜赶赴，一个猛子扎进漆黑的河水之中，几名队友合力将男子救回，ps难熬的日子总会过去，一定要好好爱自己啊。
1688516809# #辽宁消防超话【护考消防员上演老父亲式唠叨】6与26日，广西玉林受暴雨影响多处发生洪涝，有中考考生无法赶赴考场。消防员赶赴，在过膝洪水中将其抱至冲锋舟上，平安护送至考场。途中还开启“老父亲式”暖心唠叨，叮嘱考生各种注意事项，为其加油打气。
1703189452# #救灾工作进行时【泪目！消防救援人员与爱同在】带安置点走失的孩子回家，为安置群众送上热腾腾的小米粥，自购电热毯、食物送给需要的人，用那早已冻得通红的手给安置群众送去温暖……消防员们在哪里，爱与希望就在哪里，感谢守护！
1695485111# #【出门前只因少一个动作差点酿大祸】近日，贵州安顺，一餐饮店老板出门忘记将还未烧完的蚊香熄灭，蚊香掉落附近的纸壳、塑料盒上并引燃，路过群众看见火光拨打119，消防员赶赴使用灭火器扑灭了火焰。ps：使用蚊香要远离可燃物，更不可不掐灭就出门！消防蓝朋友
1693099478# #【500斤牛坠崖摆烂消防喊着号子救援】近日，山西长治，一头500多斤的奶牛吃草时不慎滑倒坠崖，主人无法施救报警求助。消防员赶赴，只见这家伙体力不支，趴在地上任凭摆布，蓝朋友套上绳索，喊着号子才将这个大家伙抬“上岸”。奶牛：我太沉了，真是辛苦蓝朋友了哈~消防蓝朋友
1703779428# #【驴友打卡网红地被困消防摸黑寻人】近日，广东阳江，四名驴友登山打卡所谓的“网红地标”不慎迷路。不要盲目到未正式开
1687569693# #【别让防盗窗网住生命通道】对很多人来说，防盗窗不仅能够防范盗贼，也能够给孩子提供一个更加安全的生活环境。可是一旦发生火灾，防盗窗将直接堵塞我们的逃生之路，化身为“夺命笼”。因此，安装防盗窗，一定要预留逃生窗。戳↓
1695157005# #【消防员打饭菜一点点肉一大碗】开饭啦！都吃了吗？没吃的朋友举手，带你们去看看蓝朋友这顿饭都吃点啥，沉浸式体验蓝朋友打饭。话说这位蓝朋友你打菜的风格很明显呀，咋那么多肉嘞？网友：这也太丰盛了吧，隔着屏幕流口水啦~
1688349151# #蓝浙浙的微课堂【驱蚊防虫勿忘消防安全】夏季来临，蚊虫肆虐，各类驱蚊用品又派上了用场，但其中隐藏的消防安全隐患，你知道多少呢？快点开视频一起学习吧！全民素养提升v计划
1699289105# #【乘坐地铁收好这份安全指南】地铁方便快捷，但空间相对封闭，如遇突发事件疏散相对困难。如果地铁发生险情，该如何安全正确逃生呢？戳视频，听蓝姐姐说吧~南京地铁
1702247559# #【久坐党的健身福利来了】长期久坐、不良坐姿危害多多，跟着蓝朋友做几个动作，还自己一个良好的体态，一起练起来吧！ps：他说了“公主请健身”，还不快练！跟蓝朋友一起健身打卡
1694549073# #【被困醉汉获救时非要跟消防牵手手】近日，浙江温州，一男子酒过三巡一个猛子从六七米高的桥边跳下滩涂，路人见状赶紧报警。消防员赶赴，只见男子躺在里面还怪舒服滴，鼾声四起，男子睁开朦胧双眼一把拉住消防员，为了不影响工作，蓝朋友礼貌推开，哪知醉汉不死心，频频伸手求牵。最后男子被成功营救
1690244082# #【儿童居家消防安全大放送】儿童居家安全不能忽视，家长要做好有效的防护和相关安全教育，才能避免和减少意外伤害，这些儿童居家安全小知识请了解一下，戳图↓↓学习起来！
1696121886# #十一假期放假久，消防安全心中有。出行安全要牢记。蓝焰守护您出行。黑河市消防救援支队祝大家国庆节快乐！
1690849012# #【强降雨致内涝消防员冒雨抬泵抽水】7月30日，北京，强降雨引发多地内涝，低洼处出现积水。消防员冒雨赶赴，携带手抬泵向积水部位靠近，经过数小时的抽水作业，将积水排出。
1690418845# #7月26日凌晨，一辆从广州开往重庆的大货车在高速路突然起火爆燃，火焰高至十余米，紧急出动，历经3小时完全扑灭明火。重庆消防你可以永远相信中国消防
1689031225# #【消防安全课堂】山洪泥石流避险指南。
1696801565# #黑龙江消防快讯【被卡脚娃的可爱表情萌到了】近日，天津静海，萌娃钻进橱柜里玩“躲猫猫”，不慎脚卡木板缝隙，家长施救无果后报警求助。消防员赶赴，只见娃无助又无奈，笑得好害羞，还有点拘谨，蓝朋友生怕娃疼，一边碎碎念哄娃一边帮娃脱困。被救出的娃对蓝朋友报以微笑，小样子可爱极了。ps：
1704211731# #【搜救犬化身消防宣传员要不要得】搜救犬今天化身消防宣传员啦，话说小战士这么可爱当然是要好好听它说的啦~姨姨们快来捧捧场！看看我们小战士表演的“聪明宝贝不上当”怎么样，你记住了吗~
1700953207# #冬季防火千万别放松【电气线路安全知识】有许多火灾是由于电气故障、电线短路造成的。造成短路的原因有哪些？我们应该如何预防短路的发生呢？戳图↓了解更多电气线路知识，牢记口诀：电气线路常检查，别让隐患留在家！
1700430208# #【消防队里的牛肉面吃起来相当满福】带你打卡的牛肉面，还有简单的制作过程教学~一清二白三红四绿是牛肉面的标配，毛细少辣子加份肉，热热乎乎连汤带面喝下去，那叫一个满福！消防员的美食有多馋人
1698105235# #【发生地震后如何自救？】广东汕头发生5.0级地震甘肃酒泉4.7级地震愿平安！地震的发生不可避免，但只要采用科学合理的方法自救，就能把灾害的伤害降到最低。发生地震时，我们该如何自救？有哪些逃生要点？震后要注意哪些事项？戳图了解↓↓
1687733911# #昆明消防【消防服对小朋友的吸引力有多大】浙江宁波，你知道消防员的战斗服对小朋友吸引力有多大吗？看看萌娃们这丰富的小表情就知道了，穿上消防服一秒成为同学们中的焦点啊，妥妥地爱了~
1697558598# #【如何正确卧推消防员教你】上了一天班的你是不是会有点腰酸背痛颈椎不适？跟着的蓝朋友练起来吧！拥有好身材从现在练起，今天先来一波卧推热热身先！跟蓝朋友一起健身打卡
1697558525# #【5根钢筋插入工人体内消防爬行当担架】近日，山西长治，一农民工从高处摔落，5根钢筋插入体内，情况紧急。消防员赶赴，立即展开救援，帮工人脱困后，救援人员在地上爬行用身体当担架，最后交由医护人员做进一步救治。（视频来源：
1699838819# #福吉说消防超话。“双十一”刚刚过去。仓储物流的安全很重要。各类商品集中存放一旦失火。损失和影响巨大。为做好物流仓储消防工作。减少火灾隐患。戳下图一起了解防火小常识！。李佳琦双十一收入超250亿
1694646975# #【消防员游入满是垃圾的深水中救援】广东江门，受台风“海葵”影响，暴雨袭城，多地积水严重，有村民被困。消防员赶赴，一个猛子跳入泥泞污浊，满是垃圾的积水中，徒手将垃圾推开，保障冲锋艇的通行。通过紧张救援，将被困村民安全转移。
1701643105# #大学生送外卖赚1万多奖励自己环游半个中国【别忽略！出门旅行的30个小细节你要注意！】买机票、住酒店、出国游，跟山山一起学习30个旅行要注意的小细节，愿大家安全、优雅、省心地看世界！
1698890357# #【这一刻爱人的手是最温暖的慰藉】近日，江西景德镇，一女子手被卷进绞肉机死死卡住，眼见血肉模糊却无法取出，焦急报警求助。江西消防赶赴，立即拿出工具展开救援，女子家人帮起遮住眼睛，救援人员一边安抚一边加快手上动作，帮女子脱困并移交给现场医护人员救治。提示：使用绞肉机等机器一定要小
1699055478# #【看得出来他真的很爱！4岁男孩悄悄投喂消防员】10月31日，湖南长沙。一名男孩在爸爸的陪伴下，悄悄把一袋辣条放在消防队门口，放下辣条后又忍不住回头拿走了一小包。孩子爸爸表示，小朋友今年4岁，平时就很崇拜消防员叔叔，辣条是他自己攒了一个月零花钱买的。网友：看得出来他真的很爱！
1690418691# #【家庭防火知识】夏季火灾中电气火灾占据了一定的比重，越来越热的天气也让家里的电器变得“暴躁”起来，做好家庭防火“三清三关”，你知道都有哪些注意事项吗？
1691973796# #【灭火消防员中暑群众反映也太戳了】近日，江西抚州，消防员刚结束了一场灭火战斗，天气炎热，身着厚厚灭火战斗服的蓝朋友中暑头晕。附近群众见状，立刻上前给蓝朋友按摩，众人一起帮忙脱下衣服散热~网友：双向奔赴的爱，真的太戳了~消防蓝朋友
1688862515# #【火场逃生自救指南】火灾发生时一定要保持冷静，浙浙提醒：一旦发生大火，应第一时间拨打“119”报警电话。更多火场逃生知识，戳下图了解↓
1691019380# #【消防员献血时突然出警】近日，湖南永州，消防员献血时突然警铃声响起，大家健步冲了出去，留护士姐姐在原地一脸疑惑，不得不说蓝朋友速度是真快~ps：真希望出警少一点，平安多一点~
1694378442# #【消防员第一次高空缓降也挺紧张】近日，湖北安陆，新消防员第一次开展救生缓降器使用训练。一名萌新蓝朋友肉眼可见的慌张，好在队友一直在旁碎碎念式给他加油打气，小新蓝终于战胜自我成功降落。网友：平静表情下慌乱的心，感觉还挺可爱！ps：消防员也会害怕，但请相信他们一定会克服恐惧好好保护他
